work_year,job_title,job_category,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2022,data_engineer,Engineering,140326,reino unido,senior,meio_periodo,remoto,reino unido,grande
2020,data_analyst,Engineering,159094,alemanha,pleno,temporario,hibrido,china,pequena
2022,statistician,Data Science,37988,china,senior,freelancer,remoto,india,grande
2020,data_scientist,Engineering,62070,india,junior,freelancer,remoto,alemanha,grande
2020,data_scientist,Data Science,127491,china,sem_exp,tempo_integral,hibrido,japao,pequena
2022,data_scientist,Engineering,108132,china,executivo,freelancer,remoto,reino unido,media
2021,data_engineer,Analysis,53659,india,executivo,meio_periodo,presencial,alemanha,grande
2022,data_analyst,ML/AI,105952,reino unido,pleno,meio_periodo,presencial,estados unidos,media
2022,machine_learning_engineer,ML/AI,180243,estados unidos,executivo,tempo_integral,remoto,estados unidos,media
2022,data_engineer,Data Science,83778,mexico,executivo,meio_periodo,hibrido,estados unidos,media
2021,machine_learning_engineer,Analysis,128113,china,senior,temporario,presencial,alemanha,pequena
2020,data_analyst,ML/AI,52736,japao,junior,tempo_integral,remoto,japao,pequena
2022,statistician,Data Science,87781,alemanha,junior,tempo_integral,remoto,estados unidos,grande
2022,data_scientist,Engineering,134192,india,senior,freelancer,hibrido,alemanha,media
2021,machine_learning_engineer,Engineering,65126,china,executivo,freelancer,hibrido,alemanha,pequena
2022,data_engineer,Analysis,156734,mexico,senior,temporario,remoto,mexico,pequena
2020,machine_learning_engineer,ML/AI,59652,estados unidos,executivo,temporario,hibrido,japao,media
2021,statistician,Engineering,35390,india,executivo,freelancer,presencial,reino unido,pequena
2020,data_scientist,Data Science,116136,china,executivo,freelancer,presencial,reino unido,media
2020,machine_learning_engineer,Engineering,95942,alemanha,junior,temporario,remoto,alemanha,pequena
2021,statistician,Engineering,83492,japao,pleno,freelancer,remoto,reino unido,media
2022,data_engineer,ML/AI,128300,india,junior,tempo_integral,hibrido,india,pequena
2020,data_analyst,ML/AI,128531,china,executivo,temporario,presencial,japao,pequena
2020,data_engineer,Data Science,141473,reino unido,senior,freelancer,hibrido,alemanha,pequena
2020,data_scientist,Analysis,114104,estados unidos,senior,meio_periodo,remoto,reino unido,pequena
2020,data_engineer,Analysis,105969,japao,executivo,meio_periodo,remoto,china,media
2021,data_engineer,Engineering,157633,india,pleno,temporario,remoto,reino unido,grande
2021,data_engineer,Data Science,152439,china,junior,meio_periodo,remoto,japao,grande
2020,data_engineer,ML/AI,78481,japao,sem_exp,meio_periodo,remoto,china,grande
2022,data_scientist,Analysis,58612,reino unido,executivo,tempo_integral,remoto,estados unidos,grande
2020,statistician,Engineering,117743,india,executivo,temporario,hibrido,reino unido,pequena
2022,machine_learning_engineer,Data Science,171867,japao,pleno,meio_periodo,hibrido,china,grande
2020,data_analyst,Analysis,47564,india,junior,freelancer,hibrido,japao,pequena
2022,machine_learning_engineer,ML/AI,78603,india,pleno,temporario,presencial,china,grande
2020,machine_learning_engineer,Analysis,130403,japao,sem_exp,temporario,hibrido,mexico,pequena
2022,data_analyst,Engineering,161585,india,pleno,meio_periodo,remoto,estados unidos,pequena
2020,data_scientist,Engineering,41324,reino unido,pleno,meio_periodo,hibrido,china,grande
2020,data_analyst,Engineering,45491,japao,pleno,tempo_integral,hibrido,mexico,pequena
2022,data_scientist,Engineering,109229,china,senior,freelancer,presencial,alemanha,grande
2021,machine_learning_engineer,Analysis,64600,mexico,senior,tempo_integral,remoto,mexico,media
2022,data_scientist,Data Science,94179,japao,senior,tempo_integral,presencial,estados unidos,media
2021,statistician,Engineering,171944,reino unido,junior,freelancer,presencial,reino unido,media
2020,data_analyst,Engineering,160047,reino unido,pleno,meio_periodo,presencial,alemanha,pequena
2022,statistician,Analysis,41358,reino unido,executivo,tempo_integral,hibrido,alemanha,pequena
2022,machine_learning_engineer,Engineering,101343,china,executivo,temporario,remoto,estados unidos,pequena
2022,data_analyst,Engineering,56503,china,junior,tempo_integral,remoto,alemanha,media
2021,machine_learning_engineer,Data Science,82268,mexico,junior,freelancer,presencial,mexico,grande
2021,statistician,ML/AI,77905,mexico,executivo,tempo_integral,remoto,mexico,pequena
2020,machine_learning_engineer,Engineering,92668,india,pleno,tempo_integral,remoto,estados unidos,media
2021,data_analyst,Analysis,183306,india,senior,temporario,presencial,estados unidos,pequena
2021,data_analyst,Data Science,192047,alemanha,junior,freelancer,hibrido,china,pequena
2020,machine_learning_engineer,Analysis,118104,mexico,junior,temporario,presencial,mexico,grande
2022,data_analyst,Data Science,58106,mexico,sem_exp,meio_periodo,presencial,estados unidos,media
2022,data_analyst,Data Science,88438,india,executivo,freelancer,hibrido,mexico,pequena
2020,machine_learning_engineer,Engineering,78397,reino unido,senior,tempo_integral,hibrido,japao,grande
2022,statistician,Engineering,197496,alemanha,pleno,temporario,hibrido,reino unido,pequena
2021,data_analyst,Engineering,81275,mexico,pleno,temporario,hibrido,alemanha,pequena
2020,data_analyst,ML/AI,84034,reino unido,executivo,freelancer,presencial,india,grande
2020,data_analyst,ML/AI,177089,estados unidos,junior,temporario,hibrido,china,pequena
2020,data_analyst,Analysis,109372,mexico,executivo,freelancer,remoto,reino unido,pequena
2022,machine_learning_engineer,Engineering,109722,china,executivo,meio_periodo,presencial,india,media
2020,statistician,ML/AI,64432,japao,pleno,freelancer,presencial,estados unidos,grande
2020,statistician,Engineering,183829,estados unidos,senior,freelancer,hibrido,alemanha,media
2020,data_scientist,ML/AI,77188,china,pleno,meio_periodo,hibrido,china,grande
2022,data_analyst,ML/AI,158161,china,executivo,meio_periodo,remoto,reino unido,pequena
2021,data_analyst,Data Science,61116,reino unido,executivo,tempo_integral,hibrido,india,media
2020,data_scientist,Engineering,197788,india,junior,temporario,presencial,india,media
2021,statistician,Engineering,88738,japao,junior,meio_periodo,hibrido,india,media
2022,data_engineer,ML/AI,50456,india,executivo,meio_periodo,remoto,reino unido,media
2022,data_engineer,Engineering,164706,india,pleno,temporario,presencial,japao,grande
2022,statistician,ML/AI,79366,mexico,junior,temporario,presencial,estados unidos,pequena
2022,data_analyst,Engineering,156934,japao,senior,tempo_integral,hibrido,alemanha,pequena
2021,data_engineer,ML/AI,50856,japao,sem_exp,tempo_integral,remoto,india,grande
2020,machine_learning_engineer,Engineering,90615,estados unidos,executivo,freelancer,remoto,china,pequena
2022,machine_learning_engineer,Data Science,113126,reino unido,senior,tempo_integral,hibrido,reino unido,pequena
2022,data_scientist,Analysis,104137,india,senior,meio_periodo,presencial,china,grande
2021,statistician,Analysis,99005,reino unido,sem_exp,meio_periodo,presencial,india,grande
2021,statistician,Engineering,185863,reino unido,junior,temporario,presencial,reino unido,pequena
2022,data_engineer,Engineering,67615,mexico,pleno,tempo_integral,hibrido,china,pequena
2020,data_analyst,Data Science,30348,alemanha,junior,freelancer,presencial,japao,pequena
2020,statistician,Engineering,66419,estados unidos,pleno,freelancer,presencial,india,media
2022,data_engineer,Engineering,163950,india,junior,freelancer,hibrido,mexico,grande
2021,data_engineer,ML/AI,41857,china,executivo,freelancer,presencial,india,grande
2022,statistician,Analysis,133053,japao,pleno,temporario,hibrido,alemanha,grande
2022,data_engineer,Data Science,139608,japao,executivo,tempo_integral,remoto,reino unido,pequena
2021,data_scientist,ML/AI,55658,reino unido,pleno,tempo_integral,remoto,reino unido,media
2022,data_scientist,Data Science,53267,estados unidos,senior,tempo_integral,hibrido,japao,grande
2022,statistician,ML/AI,140998,estados unidos,pleno,tempo_integral,hibrido,india,media
2022,data_analyst,Analysis,109889,india,pleno,freelancer,hibrido,alemanha,grande
2021,data_scientist,ML/AI,155513,india,pleno,freelancer,presencial,china,media
2020,data_scientist,Data Science,153892,reino unido,pleno,temporario,presencial,estados unidos,pequena
2020,statistician,Engineering,83416,reino unido,pleno,temporario,hibrido,alemanha,pequena
2021,machine_learning_engineer,Engineering,191439,reino unido,senior,freelancer,hibrido,china,grande
2020,data_engineer,ML/AI,178304,alemanha,sem_exp,meio_periodo,presencial,alemanha,pequena
2022,data_scientist,Data Science,89048,estados unidos,executivo,tempo_integral,presencial,china,grande
2020,machine_learning_engineer,Data Science,79357,reino unido,pleno,temporario,hibrido,alemanha,pequena
2022,data_analyst,Data Science,187540,mexico,pleno,freelancer,presencial,mexico,pequena
2020,machine_learning_engineer,Analysis,51497,estados unidos,executivo,tempo_integral,presencial,alemanha,grande
2021,statistician,Engineering,144009,china,junior,tempo_integral,remoto,india,grande
2020,data_analyst,ML/AI,36258,japao,junior,freelancer,hibrido,alemanha,pequena
2020,data_analyst,Analysis,85959,japao,senior,meio_periodo,hibrido,china,grande
2020,machine_learning_engineer,ML/AI,64902,estados unidos,pleno,meio_periodo,presencial,china,grande
2021,statistician,Engineering,45454,china,pleno,temporario,remoto,reino unido,grande
2020,data_scientist,Analysis,67606,japao,junior,freelancer,hibrido,china,pequena
2021,machine_learning_engineer,Engineering,84969,japao,pleno,temporario,hibrido,reino unido,pequena
2022,data_scientist,ML/AI,116465,japao,senior,meio_periodo,presencial,mexico,media
2020,machine_learning_engineer,Data Science,161857,india,executivo,temporario,hibrido,mexico,media
2021,data_scientist,Data Science,103679,china,pleno,temporario,presencial,china,media
2021,machine_learning_engineer,ML/AI,119628,india,executivo,meio_periodo,remoto,alemanha,media
2020,data_analyst,Data Science,148785,estados unidos,sem_exp,tempo_integral,remoto,china,grande
2022,data_engineer,ML/AI,43635,estados unidos,junior,tempo_integral,hibrido,mexico,pequena
2021,data_analyst,Analysis,106518,alemanha,senior,meio_periodo,presencial,reino unido,pequena
2020,data_scientist,Analysis,43409,india,senior,tempo_integral,remoto,mexico,media
2022,statistician,Analysis,48541,estados unidos,sem_exp,freelancer,hibrido,india,grande
2021,data_analyst,Data Science,88022,india,senior,tempo_integral,hibrido,mexico,pequena
2021,data_engineer,Engineering,99064,alemanha,executivo,meio_periodo,hibrido,mexico,pequena
2022,data_scientist,Data Science,197399,estados unidos,senior,freelancer,presencial,estados unidos,grande
2022,data_analyst,Data Science,54946,estados unidos,senior,temporario,presencial,alemanha,grande
2020,machine_learning_engineer,Engineering,127616,estados unidos,senior,meio_periodo,remoto,china,media
2020,statistician,Engineering,131241,estados unidos,senior,meio_periodo,presencial,reino unido,media
2021,data_scientist,Engineering,159622,reino unido,executivo,tempo_integral,presencial,reino unido,grande
2022,data_analyst,Engineering,185628,china,senior,freelancer,hibrido,mexico,pequena
2022,data_scientist,Data Science,133445,china,junior,meio_periodo,hibrido,india,grande
2022,machine_learning_engineer,ML/AI,145409,india,senior,freelancer,remoto,mexico,grande
2021,data_engineer,Analysis,157280,india,senior,freelancer,hibrido,china,pequena
2022,data_analyst,ML/AI,145611,india,pleno,tempo_integral,hibrido,india,pequena
2022,data_scientist,Data Science,51775,alemanha,pleno,meio_periodo,hibrido,estados unidos,media
2021,data_scientist,Engineering,161907,mexico,pleno,freelancer,presencial,china,grande
2020,data_scientist,Analysis,196819,reino unido,senior,freelancer,hibrido,japao,media
2020,data_engineer,Analysis,177176,mexico,junior,temporario,remoto,japao,grande
2021,data_scientist,ML/AI,44927,india,junior,tempo_integral,remoto,china,grande
2022,statistician,Data Science,165593,india,pleno,meio_periodo,hibrido,japao,pequena
2021,statistician,Data Science,74086,estados unidos,pleno,freelancer,hibrido,estados unidos,grande
2020,data_scientist,Data Science,175352,mexico,senior,tempo_integral,remoto,alemanha,grande
2020,statistician,Analysis,93266,estados unidos,junior,meio_periodo,presencial,mexico,pequena
2021,data_analyst,ML/AI,191825,mexico,junior,freelancer,hibrido,japao,pequena
2021,statistician,Analysis,124971,mexico,pleno,meio_periodo,remoto,mexico,pequena
2020,data_scientist,Analysis,189149,estados unidos,junior,meio_periodo,presencial,japao,grande
2021,machine_learning_engineer,Engineering,145210,india,pleno,tempo_integral,remoto,china,pequena
2020,data_analyst,ML/AI,198417,estados unidos,pleno,tempo_integral,presencial,reino unido,grande
2021,data_engineer,Engineering,192108,india,executivo,temporario,remoto,reino unido,media
2021,data_scientist,Data Science,181074,mexico,executivo,temporario,remoto,alemanha,pequena
2021,data_engineer,Analysis,78440,alemanha,senior,temporario,presencial,china,media
2020,machine_learning_engineer,ML/AI,147771,alemanha,pleno,freelancer,hibrido,india,media
2021,data_engineer,Data Science,101466,japao,senior,temporario,remoto,estados unidos,pequena
2020,data_scientist,ML/AI,108924,reino unido,executivo,meio_periodo,hibrido,japao,pequena
2020,data_scientist,Analysis,151411,estados unidos,junior,tempo_integral,remoto,china,grande
2021,machine_learning_engineer,ML/AI,83965,china,executivo,meio_periodo,presencial,mexico,pequena
2021,data_scientist,Data Science,49691,estados unidos,executivo,tempo_integral,hibrido,mexico,media
2020,machine_learning_engineer,Engineering,99178,reino unido,executivo,tempo_integral,presencial,china,media
2020,machine_learning_engineer,Analysis,49201,mexico,junior,meio_periodo,presencial,estados unidos,media
2022,data_scientist,Engineering,37421,reino unido,executivo,meio_periodo,hibrido,reino unido,grande
2020,statistician,Analysis,135351,mexico,pleno,freelancer,hibrido,estados unidos,grande
2022,machine_learning_engineer,Data Science,174626,japao,pleno,tempo_integral,hibrido,reino unido,pequena
2022,data_scientist,Analysis,101124,reino unido,executivo,temporario,presencial,estados unidos,pequena
2022,statistician,Engineering,119307,india,senior,freelancer,presencial,mexico,pequena
2021,machine_learning_engineer,Analysis,121360,estados unidos,senior,temporario,presencial,reino unido,media
2021,statistician,Data Science,104852,reino unido,junior,freelancer,hibrido,estados unidos,media
2020,data_analyst,Analysis,90245,india,junior,tempo_integral,remoto,japao,media
2022,data_analyst,Engineering,138153,reino unido,pleno,meio_periodo,hibrido,japao,pequena
2021,statistician,Data Science,75562,china,pleno,meio_periodo,remoto,alemanha,pequena
2021,machine_learning_engineer,Engineering,189306,india,executivo,tempo_integral,presencial,estados unidos,media
2021,data_scientist,Analysis,115322,alemanha,senior,meio_periodo,remoto,india,pequena
